PMID,HCM_In_Title,HCM_In_Abstract,ECG_In_Title,ECG_In_Abstract,TI,AB
39350610,Yes,Yes,No,No,Machine learning and radiomics for ventricular tachyarrhythmia prediction in hypertrophic cardiomyopathy: insights from an MRI-based analysis.,"BACKGROUND: Myocardial fibrosis is often detected in patients with hypertrophic cardiomyopathy (HCM), which causes left ventricular (LV) dysfunction and tachyarrhythmias. PURPOSE: To evaluate the potential value of a machine learning (ML) approach that uses radiomic features from late gadolinium enhancement (LGE) and cine images for the prediction of ventricular tachyarrhythmia (VT) in patients with HCM. MATERIAL AND METHODS: Hyperenhancing areas of LV myocardium on LGE images were manually segmented, and the segmentation was propagated to corresponding areas on cine images. Radiomic features were extracted using the PyRadiomics library. The least absolute shrinkage and selection operator (LASSO) method was employed for radiomic feature selection. Our model development employed the TabPFN algorithm, an adapted Prior-Data Fitted Network design. Model performance was evaluated graphically and numerically over five-repeat fivefold cross-validation. SHapley Additive exPlanations (SHAP) were employed to determine the relative importance of selected radiomic features. RESULTS: Our cohort consisted of 60 patients with HCM (73.3% male; median age = 51.5 years), among whom 17 had documented VT during the follow-up. A total of 1612 radiomic features were extracted for each patient. The LASSO algorithm led to a final selection of 18 radiomic features. The model achieved a mean area under the receiver operating characteristic curve of 0.877, demonstrating good discrimination, and a mean Brier score of 0.119, demonstrating good calibration. CONCLUSION: Radiomics-based ML models are promising for predicting VT in patients with HCM during the follow-up period. Developing predictive models as clinically useful decision-making tools may significantly improve risk assessment and prognosis."
39160643,Yes,Yes,No,No,Machine learning and experimental validation of novel biomarkers for hypertrophic cardiomyopathy and cancers.,"Hypertrophic cardiomyopathy (HCM) is a hereditary cardiac disorder marked by anomalous thickening of the myocardium, representing a significant contributor to mortality. While the involvement of immune inflammation in the development of cardiac ailments is well-documented, its specific impact on HCM pathogenesis remains uncertain. Five distinct machine learning algorithms, namely LASSO, SVM, RF, Boruta and XGBoost, were utilized to discover new biomarkers associated with HCM. A unique nomogram was developed using two newly identified biomarkers and subsequently validated. Furthermore, samples of HCM and normal heart tissues were gathered from our institution to confirm the variance in expression levels and prognostic significance of GATM and MGST1. Five novel biomarkers (DARS2, GATM, MGST1, SDSL and ARG2) associated with HCM were identified. Subsequent validation revealed that GATM and MGST1 exhibited significant diagnostic utility for HCM in both the training and test cohorts, with all AUC values exceeding 0.8. Furthermore, a novel risk assessment model for HCM patients based on the expression levels of GATM and MGST1 demonstrated favourable performance in both the training (AUC = 0.88) and test cohorts (AUC = 0.9). Furthermore, our study revealed that GATM and MGST1 exhibited elevated expression levels in HCM tissues, demonstrating strong discriminatory ability between HCM and normal cardiac tissues (AUC of GATM = 0.79; MGST1 = 0.86). Our findings suggest that two specific cell types, monocytes and multipotent progenitors (MPP), may play crucial roles in the pathogenesis of HCM. Notably, GATM and MGST1 were found to be highly expressed in various tumours and showed significant prognostic implications. Functionally, GATM and MGST1 are likely involved in xenobiotic metabolism and epithelial mesenchymal transition in a wide range of cancer types. GATM and MGST1 have been identified as novel biomarkers implicated in the progression of both HCM and cancer. Additionally, monocytes and MPP may also play a role in facilitating the progression of HCM."
39043774,Yes,Yes,No,No,A personalized mRNA signature for predicting hypertrophic cardiomyopathy applying machine learning methods.,"Hypertrophic cardiomyopathy (HCM) may lead to cardiac dysfunction and sudden death. This study was designed to develop a HCM signature applying bioinformatics and machine learning methods. Data of HCM and normal tissues were obtained from public databases to screen differentially expressed genes (DEGs) using the R software limma package. The Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) were performed for enrichment analysis of HCM-associated DEGs. Hub genes for HCM were determined using weighted gene co-expression network analysis (WGCNA) together with two machine learning algorithms (SVM-RFE and LASSO). Finally, we introduced a zebrafish model to simulate changes in the hub genes in the HCM and to observe their effects on cardiac disease development. The mRNA expression data from a total of 106 HCM tissues and 39 normal samples were collected and we screened 157 DEGs. Enrichment analysis showed that immune pathways played an important role in the pathogenesis of HCM. Three hub genes (FCN3, MYH6 and RASD1) were identified using WGCNA, SVM-RFE, and LASSO analysis. In a zebrafish model, knockdown of MYH6 and RASD1 resulted in cardiac malformations with reduced ventricular capacity and heart rate, which validated the clinical significance of these genes in the diagnosis of HCM. Based on machine learning algorithms, our study created a signature with potential impact on cardiac function and cardiac quality index for HCM. The current findings had important implications for the early diagnosis and treatment of HCM."
39001729,Yes,Yes,No,No,Machine Learning in Hypertrophic Cardiomyopathy: Nonlinear Model From Clinical and CMR Features Predicting Cardiovascular Events.,"BACKGROUND: The cumulative burden of hypertrophic cardiomyopathy (HCM) is significant, with a noteworthy percentage (10%-15%) of patients with HCM per year experiencing major adverse cardiovascular events (MACEs). A current risk stratification scheme for HCM had only limited accuracy in predicting sudden cardiac death (SCD) and failed to account for a broader spectrum of adverse cardiovascular events and cardiac magnetic resonance (CMR) parameters. OBJECTIVES: This study sought to develop and evaluate a machine learning (ML) framework that integrates CMR imaging and clinical characteristics to predict MACEs in patients with HCM. METHODS: A total of 758 patients with HCM (67% male; age 49 +/- 14 years) who were admitted between 2010 and 2017 from 4 medical centers were included. The ML model was built on the internal discovery cohort (533 patients with HCM, admitted to Fuwai Hospital, Beijing, China) by using the light gradient-boosting machine and internally evaluated using cross-validation. The external test cohort consisted of 225 patients with HCM from 3 medical centers. A total of 14 CMR imaging features (strain and late gadolinium enhancement [LGE]) and 23 clinical variables were evaluated and used to inform the ML model. MACEs included a composite of arrhythmic events, SCD, heart failure, and atrial fibrillation-related stroke. RESULTS: MACEs occurred in 191 (25%) patients over a median follow-up period of 109.0 months (Q1-Q3: 73.0-118.8 months). Our ML model achieved areas under the curve (AUCs) of 0.830 and 0.812 (internally and externally, respectively). The model outperformed the classic HCM Risk-SCD model, with significant improvement (P < 0.001) of 22.7% in the AUC. Using the cubic spline analysis, the study showed that the extent of LGE and the impairment of global radial strain (GRS) and global circumferential strain (GCS) were nonlinearly correlated with MACEs: an elevated risk of adverse cardiovascular events was observed when these parameters reached the high enough second tertiles (11.6% for LGE, 25.8% for GRS, -17.3% for GCS). CONCLUSIONS: ML-empowered risk stratification using CMR and clinical features enabled accurate MACE prediction beyond the classic HCM Risk-SCD model. In addition, the nonlinear correlation between CMR features (LGE and left ventricular pressure gradient) and MACEs uncovered in this study provides valuable insights for the clinical assessment and management of HCM."
38847081,Yes,Yes,No,No,Novel Multiplexed Plasma Biomarker Panel Has Diagnostic and Prognostic Potential in Children With Hypertrophic Cardiomyopathy.,"BACKGROUND: Hypertrophic cardiomyopathy (HCM) is defined clinically by pathological left ventricular hypertrophy. We have previously developed a plasma proteomics biomarker panel that correlates with clinical markers of disease severity and sudden cardiac death risk in adult patients with HCM. The aim of this study was to investigate the utility of adult biomarkers and perform new discoveries in proteomics for childhood-onset HCM. METHODS: Fifty-nine protein biomarkers were identified from an exploratory plasma proteomics screen in children with HCM and augmented into our existing multiplexed targeted liquid chromatography-tandem/mass spectrometry-based assay. The association of these biomarkers with clinical phenotypes and outcomes was prospectively tested in plasma collected from 148 children with HCM and 50 healthy controls. Machine learning techniques were used to develop novel pediatric plasma proteomic biomarker panels. RESULTS: Four previously identified adult HCM markers (aldolase fructose-bisphosphate A, complement C3a, talin-1, and thrombospondin 1) and 3 new markers (glycogen phosphorylase B, lipoprotein a and profilin 1) were elevated in pediatric HCM. Using supervised machine learning applied to training (n=137) and validation cohorts (n=61), this 7-biomarker panel differentiated HCM from healthy controls with an area under the curve of 1.0 in the training data set (sensitivity 100% [95% CI, 95-100]; specificity 100% [95% CI, 96-100]) and 0.82 in the validation data set (sensitivity 75% [95% CI, 59-86]; specificity 88% [95% CI, 75-94]). Reduced circulating levels of 4 other peptides (apolipoprotein L1, complement 5b, immunoglobulin heavy constant epsilon, and serum amyloid A4) found in children with high sudden cardiac death risk provided complete separation from the low and intermediate risk groups and predicted mortality and adverse arrhythmic outcomes (hazard ratio, 2.04 [95% CI, 1.0-4.2]; P=0.044). CONCLUSIONS: In children, a 7-biomarker proteomics panel can distinguish HCM from controls with high sensitivity and specificity, and another 4-biomarker panel identifies those at high risk of adverse arrhythmic outcomes, including sudden cardiac death."
38815672,Yes,Yes,No,No,Unveiling MiRNA-124 as a biomarker in hypertrophic cardiomyopathy: An innovative approach using machine learning and intelligent data analysis.,"BACKGROUND: Hypertrophic cardiomyopathy (HCM) is a widespread hereditary cardiac pathology characterized by thickened heart walls and rearrangement of cardiomyocytes. Despite extensive research, the mechanisms underlying HCM development remain poorly understood, impeding the development of effective therapeutic and diagnostic strategies. Recent studies have suggested a polygenic nature of HCM development alongside monogenic forms. Transcriptomic profiling is a valuable tool for investigating such diseases. In this study, we propose a novel approach to study regulatory microRNAs (miRNAs) in the context of HCM, utilizing state-of-the-art data analysis tools. METHODS AND RESULTS: Our method involves applying the Monte Carlo simulation and machine learning algorithm to transcriptomic data to generate high-capacity classifiers for HCM. From these classifiers, we extract key genes crucial for their performance, resulting in the identification of 16 key genes. Subsequently, we narrow down the pool of miRNAs by selecting those that may target the greatest number of key genes within the best models. We particularly focused on miR-124-3p, which we validated to have an association with HCM on an independent dataset. Subsequent investigation of its function revealed involvement of miR-124-3p in the RhoA signaling pathway. CONCLUSIONS: In this study we propose a new approach to analyze transcriptomic data to search for microRNAs associated with a disease. Using this approach for transcriptomic profiling data of patients with HCM, we identified miR-124-3p as a potential regulator of the RhoA signaling pathway in the pathogenesis of HCM."
38765660,Yes,Yes,No,No,Machine Learning-Based Discrimination of Cardiovascular Outcomes in Patients With Hypertrophic Cardiomyopathy.,"BACKGROUND: Current risk stratification strategies for patients with hypertrophic cardiomyopathy (HCM) are limited to traditional methodologies. OBJECTIVES: The authors aimed to establish machine learning (ML)-based models to discriminate major cardiovascular events in patients with HCM. METHODS: We enrolled consecutive HCM patients from 2 tertiary referral centers and used 25 clinical and echocardiographic features to discriminate major adverse cardiovascular events (MACE), including all-cause death, admission for heart failure (HF-adm), and stroke. The best model was selected for each outcome using the area under the receiver operating characteristic curve (AUROC) with 20-fold cross-validation. After testing in the external validation cohort, the relative importance of features in discriminating each outcome was determined using the SHapley Additive exPlanations (SHAP) method. RESULTS: In total, 2,111 patients with HCM (age 61.4 +/- 13.6 years; 67.6% men) were analyzed. During the median 4.0 years of follow-up, MACE occurred in 341 patients (16.2%). Among the 4 ML models, the logistic regression model achieved the best AUROC of 0.800 (95% CI: 0.760-0.841) for MACE, 0.789 (95% CI: 0.736-0.841) for all-cause death, 0.798 (95% CI: 0.736-0.860) for HF-adm, and 0.807 (95% CI: 0.754-0.859) for stroke. The discriminant ability of the logistic regression model remained excellent when applied to the external validation cohort for MACE (AUROC = 0.768), all-cause death (AUROC = 0.750), and HF-adm (AUROC = 0.806). The SHAP analysis identified left atrial diameter and hypertension as important variables for all outcomes of interest. CONCLUSIONS: The proposed ML models incorporating various phenotypes from patients with HCM accurately discriminated adverse cardiovascular events and provided variables with high importance for each outcome."
38706878,Yes,Yes,No,No,A Deep Learning Approach to Classify Fabry Cardiomyopathy from Hypertrophic Cardiomyopathy Using Cine Imaging on Cardiac Magnetic Resonance.,"A challenge in accurately identifying and classifying left ventricular hypertrophy (LVH) is distinguishing it from hypertrophic cardiomyopathy (HCM) and Fabry disease. The reliance on imaging techniques often requires the expertise of multiple specialists, including cardiologists, radiologists, and geneticists. This variability in the interpretation and classification of LVH leads to inconsistent diagnoses. LVH, HCM, and Fabry cardiomyopathy can be differentiated using T1 mapping on cardiac magnetic resonance imaging (MRI). However, differentiation between HCM and Fabry cardiomyopathy using echocardiography or MRI cine images is challenging for cardiologists. Our proposed system named the MRI short-axis view left ventricular hypertrophy classifier (MSLVHC) is a high-accuracy standardized imaging classification model developed using AI and trained on MRI short-axis (SAX) view cine images to distinguish between HCM and Fabry disease. The model achieved impressive performance, with an F1-score of 0.846, an accuracy of 0.909, and an AUC of 0.914 when tested on the Taipei Veterans General Hospital (TVGH) dataset. Additionally, a single-blinding study and external testing using data from the Taichung Veterans General Hospital (TCVGH) demonstrated the reliability and effectiveness of the model, achieving an F1-score of 0.727, an accuracy of 0.806, and an AUC of 0.918, demonstrating the model's reliability and usefulness. This AI model holds promise as a valuable tool for assisting specialists in diagnosing LVH diseases."
38629342,Yes,Yes,No,No,Machine learning-driven diagnostic signature provides new insights in clinical management of hypertrophic cardiomyopathy.,"AIMS: In an era of evolving diagnostic possibilities, existing diagnostic systems are not fully sufficient to promptly recognize patients with early-stage hypertrophic cardiomyopathy (HCM) without symptomatic and instrumental features. Considering the sudden death of HCM, developing a novel diagnostic model to clarify the patients with early-stage HCM and the immunological characteristics can avoid misdiagnosis and attenuate disease progression. METHODS AND RESULTS: Three hundred eighty-five samples from four independent cohorts were systematically retrieved. The weighted gene co-expression network analysis, differential expression analysis (|log2(foldchange)| > 0.5 and adjusted P < 0.05), and protein-protein interaction network were sequentially performed to identify HCM-related hub genes. With a machine learning algorithm, the least absolute shrinkage and selection operator regression algorithm, a stable diagnostic model was developed. The immune-cell infiltration and biological functions of HCM were also explored to characterize its underlying pathogenic mechanisms and the immune signature. Two key modules were screened based on weighted gene co-expression network analysis. Pathogenic mechanisms relevant to extracellular matrix and immune pathways have been discovered. Twenty-seven co-regulated genes were recognized as HCM-related hub genes. Based on the least absolute shrinkage and selection operator algorithm, a stable HCM diagnostic model was constructed, which was further validated in the remaining three cohorts (n = 385). Considering the tight association between HCM and immune-related functions, we assessed the infiltrating abundance of various immune cells and stromal cells based on the xCell algorithm, and certain immune cells were significantly different between high-risk and low-risk groups. CONCLUSIONS: Our study revealed a number of hub genes and novel pathways to provide potential targets for the treatment of HCM. A stable model was developed, providing an efficient tool for the diagnosis of HCM."
38589224,Yes,Yes,No,No,Machine learning-based detection of sleep-disordered breathing in hypertrophic cardiomyopathy.,"BACKGROUND: Hypertrophic cardiomyopathy (HCM) is often concomitant with sleep-disordered breathing (SDB), which can cause adverse cardiovascular events. Although an appropriate approach to SDB prevents cardiac remodelling, detection of concomitant SDB in patients with HCM remains suboptimal. Thus, we aimed to develop a machine learning-based discriminant model for SDB in HCM. METHODS: In the present multicentre study, we consecutively registered patients with HCM and performed nocturnal oximetry. The outcome was a high Oxygen Desaturation Index (ODI), defined as 3% ODI >10, which significantly correlated with the presence of moderate or severe SDB. We randomly divided the whole participants into a training set (80%) and a test set (20%). With data from the training set, we developed a random forest discriminant model for high ODI based on clinical parameters. We tested the ability of the discriminant model on the test set and compared it with a previous logistic regression model for distinguishing SDB in patients with HCM. RESULTS: Among 369 patients with HCM, 228 (61.8%) had high ODI. In the test set, the area under the receiver operating characteristic curve of the discriminant model was 0.86 (95% CI 0.77 to 0.94). The sensitivity was 0.91 (95% CI 0.79 to 0.98) and specificity was 0.68 (95% CI 0.48 to 0.84). When the test set was divided into low-probability and high-probability groups, the high-probability group had a higher prevalence of high ODI than the low-probability group (82.4% vs 17.4%, OR 20.9 (95% CI 5.3 to 105.8), Fisher's exact test p<0.001). The discriminant model significantly outperformed the previous logistic regression model (DeLong test p=0.03). CONCLUSIONS: Our study serves as the first to develop a machine learning-based discriminant model for the concomitance of SDB in patients with HCM. The discriminant model may facilitate cost-effective screening tests and treatments for SDB in the population with HCM."
38540296,Yes,Yes,No,No,Role of Genetics in Diagnosis and Management of Hypertrophic Cardiomyopathy: A Glimpse into the Future.,"Hypertrophic cardiomyopathy (HCM) is the most common inherited cardiomyopathy. It follows an autosomal dominant inheritance pattern in most cases, with incomplete penetrance and heterogeneity. It is familial in 60% of cases and most of these are caused by pathogenic variants in the core sarcomeric genes (MYH7, MYBPC3, TNNT2, TNNI3, MYL2, MYL3, TPM1, ACTC1). Genetic testing using targeted disease-specific panels that utilize next-generation sequencing (NGS) and include sarcomeric genes with the strongest evidence of association and syndrome-associated genes is highly recommended for every HCM patient to confirm the diagnosis, identify the molecular etiology, and guide screening and management. The yield of genetic testing for a disease-causing variant is 30% in sporadic cases and up to 60% in familial cases and in younger patients with typical asymmetrical septal hypertrophy. Genetic testing remains challenging in the interpretation of results and classification of variants. Therefore, in 2015 the American College of Medical Genetics and Genomics (ACMG) established guidelines to classify and interpret the variants with an emphasis on the necessity of periodic reassessment of variant classification as genetic knowledge rapidly expands. The current guidelines recommend focused cascade genetic testing regardless of age in phenotype-negative first-degree relatives if a variant with decisive evidence of pathogenicity has been identified in the proband. Genetic test results in family members guide longitudinal clinical surveillance. At present, there is emerging evidence for genetic test application in risk stratification and management but its implementation into clinical practice needs further study. Promising fields such as gene therapy and implementation of artificial intelligence in the diagnosis of HCM are emerging and paving the way for more effective screening and management, but many challenges and obstacles need to be overcome before establishing the practical implications of these new methods."
38522619,Yes,Yes,No,No,Trans-Atlantic Differences in Approach to Sudden Death Prevention in Patients With Hypertrophic Cardiomyopathy.,"The American approach to predicting sudden cardiac death (SCD) in patients with hypertrophic cardiomyopathy diverges from the European method in that it relies on major risk factors independently justifying the implantation of an implantable cardioverter-defibrillator for primary prevention, whereas the European approach uses a mathematical equation to estimate a 5-year risk percentage. The aim of this review is to outline the differences between the American and European guidelines and to show how they have arisen. Furthermore, it will provide insight into the future of SCD risk prediction in patients with hypertrophic cardiomyopathy. The American SCD risk prediction method has high sensitivity but limited specificity, whereas the European method has the opposite. These differences in sensitivity and specificity likely contribute to the fact that primary prevention implantable cardioverter-defibrillator utilization is twofold higher in the United States. It is highly likely that new insights and new imaging modalities will enhance prediction models in the near future. Genotyping could potentially assume a significant role. Left ventricular global longitudinal strain was recently shown to be an independent predictor of SCD. Furthermore, after late gadolinium enhancement, additional cardiac magnetic resonance techniques such as T1 mapping and diffusion tensor imaging are showing encouraging outcomes in predicting SCD. Ultimately, it is conceivable that integrating diverse morphological and genetic characteristics through deep learning will yield novel insights and enhance SCD prediction methods."
38467329,Yes,Yes,No,No,Scanning the Imaging Horizon for Hypertrophic Cardiomyopathy.,"In this article some of the recent advances in the use of noninvasive imaging applied to patients with hypertrophic cardiomyopathy (HCM) are discussed. Echocardiography and cardiac computed tomography are briefly discussed with respect to their power to detect apical aneurysmal disease. Echocardiographic phenotype-genotype correlations and the use of echocardiography to characterize myocardial work are reviewed. Positron emission tomography is reviewed in the context of ischemia imaging and also in the context of the use of a new tracer that might allow for recognition of early activation of the fibrosis pathway. Next, the technical capabilities of cardiovascular magnetic resonance to measure myocardial perfusion, oxygenation, and disarray are discussed as they apply to HCM. The application of radiomics to improve prediction of sudden cardiac death is touched upon. Finally, a deep learning approach to the recognition of HCM vs phenocopies is presented as a potential future diagnostic aid in the not-too-distant future."
